nodo_id,nodo_name,tipo_nodo,autostrada_id,km
9/468  [72014],BARRIERA DI BEINASCO,CASELLO,D01,2.4
10093,BEINASCO NORD,DISTRIBUTORE,D01,2.7
*/1069  [4046],SVINCOLO DI ORBASSANO,CASELLO,D01,4.3
*/1070  [4047],SVINCOLO DI CANDIOLO,CASELLO,D01,7.2
*/1073  [4048],SVINCOLO DI GERBOLE,CASELLO,D01,9.7
*/1076  [4049],SVINCOLO DI VOLVERA,CASELLO,D01,12.3
*/1177  [4050],NONE,CASELLO,D01,14.1
*/1693  [4052],SVINCOLO DI PISCINA,CASELLO,D01,20.0
*/1694  [4053],SVINCOLO DI RIVA,CASELLO,D01,24.4
*/1695  [4054],SR 23,CASELLO,D01,24.9
*/5022  [2749],ALLACCIAMENTO A1/RAMO A CAPODICHINO,ALLACCIAMENTO,D02,0.7
*/5023  [2750],ALLACCIAMENTO RAMO B CAPODICHINO/A1,ALLACCIAMENTO,D02,0.8
*/5024  [2751],ALLACCIAMENTO RAMO C CAPODICHINO/A1,ALLACCIAMENTO,D02,0.9
*/1144  [781],BIVIO DIRAM.CAPOD./RACC.SP1 CASORIA,ALLACCIAMENTO,D02,1.0
25043,S.PIETRO,DISTRIBUTORE,D02,1.6
*/1248  [1803],ALLACCIAMENTO A1 SUD,ALLACCIAMENTO,D02,2.0
*/1370  [2067],CAPODICHINO,CASELLO,D02,2.9
*/1247  [1804],INIZIO TANGENZIALE NAPOLI,ALLACCIAMENTO,D02,3.2
*/1050  [4023],ALL. TANG. NORD TO / DIR. A04,ALLACCIAMENTO,D03,0.0
9/418  [72012],BARRIERA DI FALCHERA,CASELLO,D03,0.5
*/1728  [4055],LEINI',CASELLO,D03,0.6
*/1143  [4025],ALLAC. A05/TANGENZIALE TORINO,ALLACCIAMENTO,D03,2.0
*/1179  [4040],ALL.SGC.TO-CHIVASSO (ABBADIA),CASELLO,D03,3.5
*/1729  [4056],STRADA STATALE 11,CASELLO,D03,3.6
*/1166  [4038],SV. CORSO TRIESTE (MONCALIERI),CASELLO,D05,0.0
*/1065  [4037],SV.SS393 (MONCALIERI) S.PAOL0,CASELLO,D05,3.8
548,BAUDUCCHI OVEST,DISTRIBUTORE,D05,4.6
*/1227  [4028],ALL.TG.S.TO/DIR.MONCAL.BAUDUC.,ALLACCIAMENTO,D05,5.4
*/1229  [4029],ALL. DIRAMAZIONE MONCALIERI,ALLACCIAMENTO,D05,6.2
1/354  [914],FOSSANO,ALLACCIAMENTO,D06,0.0
*/1007  [1018],TRINITA',CASELLO,D06,0.2
*/1185  [933],BIVIO SS 28,CASELLO,D06,6.1
*/1210  [213],BIVIO DIRAMAZIONE A8-A26/A8 MI-VA,ALLACCIAMENTO,D08,0.0
1/246  [1074],GALLARATE OVEST,CASELLO,D08,2.5
1/245  [140],BESNATE,CASELLO,D08,4.0
560,VERBANO EST,DISTRIBUTORE,D08,6.1
1/244  [42],SESTO CAL.-VERGIATE,CASELLO,D08,11.9
1/5009  [1066],CAMBIO COMPETENZA D08 T01 - T02,CASELLO,D08,13.4
1/243  [1029],CASTELLETTO TICINO,CASELLO,D08,17.9
1/1005  [2027],BIVIO DIRAMAZ. A8-A26/A26 TRAFORI,ALLACCIAMENTO,D08,23.2
1/1009  [2142],BIVIO DIR.LUCCA-VIAREGGIO/A11 FI-PI,ALLACCIAMENTO,D11,67.7
1/348  [70810],LUCCA OVEST,CASELLO,D11,69.0
568,MONTE DI QUIESA,DISTRIBUTORE,D11,73.3
1/290  [70809],MASSAROSA,CASELLO,D11,81.7
1/1446  [70813],NODO RACCORDO LUCCA-VIAREGGIO/A12,ALLACCIAMENTO,D11,87.3
1/1004  [70812],BIVIO DIRAMAZIONE LIVORNO/A12 GE-LI,ALLACCIAMENTO,D12,169.9
1/286  [70807],LIVORNO,CASELLO,D12,170.7
*/3370  [3961],STAGNO NORD,CASELLO,D12,171.15
*/1379  [2076],BIVIO DIRAM. LI/SGC FIRENZE-LIVORNO,ALLACCIAMENTO,D12,173.7
*/1180  [594],BIVIO VARIANTE SS 1 AURELIA,CASELLO,D12,174.4
1/1018  [70204],BIVIO PADOVA SUD -A13,ALLACCIAMENTO,D13,0.0
1/110  [362],PADOVA SUD,CASELLO,D13,0.7
*/1413  [2132],BIVIO SS 516 PIOVESE,CASELLO,D13,2.9
*/2200  [1857],SV.MARCO POLO -PADOVA,CASELLO,D13,3.6
*/1110  [306],PADOVA,CASELLO,D13,3.9
1/983  [300],BIVIO DIRAMAZIONE RAVENNA/A14 BO-TA,ALLACCIAMENTO,D14,0.0
1/82  [2289],RAVENNA,CASELLO,D14,8.5
*/81  [364],COTIGNOLA,CASELLO,D14,9.8
*/1870  [2662],LUGO,CASELLO,D14,10.0
*/1727  [2458],BAGNACAVALLO,CASELLO,D14,13.5
10092,S.EUFEMIA OVEST,DISTRIBUTORE,D14,19.9
*/1096  [367],FORNACE ZARATTINI,CASELLO,D14,26.5
*/1111  [307],NODO DIRAMAZ.RAVENNA/SS16 ADRIATICA,ALLACCIAMENTO,D14,29.3
*/1246  [1808],SS 309 DIR.,CASELLO,D14,29.8
*/1162  [592],SANTO STEFANO DI MAGRA,CASELLO,D15,0.0
*/1372  [2069],ZONA INDUSTRIALE,CASELLO,D15,0.2
*/1373  [2070],AREA RETROPORTUALE,CASELLO,D15,0.5
*/1151  [584],BIVIO DIRAM. S.STEFANO DI MAGRA/A15,ALLACCIAMENTO,D15,1.2
1/5058  [72073],BIVIO A15/A1 MILANO-NAPOLI,ALLACCIAMENTO,D16,0.0
1/150  [72072],SISSA TRECASALI,CASELLO,D16,6.829
1/970  [167],BIVIO DIRAMAZ. ROMA NORD/A1 MI-NA,ALLACCIAMENTO,D18,0.0
1/36  [511],ROMA NORD,CASELLO,D18,3.6
10094,FERONIA OVEST,DISTRIBUTORE,D18,4.0
35/35  [510],FIANO ROMANO,CASELLO,D18,4.0
35/92  [2699],CASTELNUOVO DI PORTO,CASELLO,D18,9.518
*/1087  [509],SETTEBAGNI,CASELLO,D18,19.4
10095,SALARIA OVEST,DISTRIBUTORE,D18,21.1
*/1140  [372],BIVIO DIRAMAZIONE ROMA NORD/G.R.A.,ALLACCIAMENTO,D18,22.5
1/972  [169],BIVIO DIRAMAZ. ROMA SUD/A1 MI-NA,ALLACCIAMENTO,D19,0.0
1/704  [458],SAN CESAREO,CASELLO,D19,5.0
1/703  [457],MONTEPORZIO CATONE,CASELLO,D19,10.2
611,FRASCATI EST,DISTRIBUTORE,D19,14.5
1/702  [455],ROMA SUD,CASELLO,D19,14.9
*/1089  [4022],TORRENOVA,CASELLO,D19,15.9
608,TUSCOLANA EST,DISTRIBUTORE,D19,19.1
*/1141  [434],BIVIO DIRAMAZIONE ROMA SUD/G.R.A.,ALLACCIAMENTO,D19,20.0
1/1441  [70217],BIVIO DIRAMAZ.FIORENZUOLA/A21 TO-BS,ALLACCIAMENTO,D21,0.0
1/1442  [1855],BIVIO DIRAMAZ. FIORENZUOLA/A1 MI-NA,ALLACCIAMENTO,D21,12.3
1/103  [1114],FERRARA SUD,ALLACCIAMENTO,D23,0.0
*/1938  [3036],FERRARA CENTRO,CASELLO,D23,0.5
*/1129  [1115],BIVIO SS64 PORRETTANA,CASELLO,D23,1.5
*/1131  [1116],BIVIO SS16 ADRIATICA,CASELLO,D23,6.3
*/1369  [2066],AEROPORTO MARCO POLO,CASELLO,D25,0.0
*/1368  [2065],SVINCOLO MARCON - DESE,CASELLO,D25,4.0
*/1148  [322],NODO A57/A27 VENEZIA-BELLUNO,ALLACCIAMENTO,D25,6.0
1/992  [505],BIVIO DIRAMAZ. A26-A7/A26 TRAFORI,ALLACCIAMENTO,D26,0.0
1/232  [544],NOVI LIGURE,CASELLO,D26,7.9
10099,MARENGO SUD,DISTRIBUTORE,D26,9.7
1/991  [546],BIVIO DIRAMAZIONE A26-A7/A7 MI-GE,ALLACCIAMENTO,D26,17.0
*/1454  [2177],BIVIO DIRAMAZIONE PISA/SGC FI-PI-LI,ALLACCIAMENTO,D27,58.2
*/1462  [2188],CASCINA,CASELLO,D27,63.2
11286,CASCINA NORD,DISTRIBUTORE,D27,63.5
*/1463  [2189],NAVACCHIO,CASELLO,D27,68.1
25848,TITIGNANO NORD,DISTRIBUTORE,D27,70.4
*/1464  [2190],PISA NORD-EST,CASELLO,D27,71.5
*/1465  [2191],PISA AEROPORTO,CASELLO,D27,75.2
*/5013  [2192],CAMBIO COMP. SGC FI-PI-LI/A12 CDT,CASELLO,D27,75.7
*/1374  [2071],BIVIO DIRAM.PI/RACCORDO PISA CENTRO,ALLACCIAMENTO,D27,75.9
*/1152  [3922],GRANDE RACCORDO ANULARE,ALLACCIAMENTO,D28,0.0
*/5031  [3926],INIZIO COMPLANARE,ALLACCIAMENTO,D28,2.2
*/5030  [3927],FINE COMPLANARE,ALLACCIAMENTO,D28,3.0
*/1118  [3925],VIA TOGLIATTI,ALLACCIAMENTO,D28,3.5
*/1119  [3928],VIA FIORENTINI,CASELLO,D28,4.9
24889,LA RUSTICA,DISTRIBUTORE,D28,6.3
*/1127  [3929],PORTONACCIO,CASELLO,D28,6.5
*/1161  [3930],BIVIO A24/TANGENZIALE EST RM,ALLACCIAMENTO,D28,7.3
*/1857  [2642],BIVIO A19/DIR. CALTANISSETTA,ALLACCIAMENTO,D29,0.0
*/1866  [2651],IMERA,CASELLO,D29,2.0
*/1867  [2652],CALTANISSETTA,CASELLO,D29,8.0
1/5034  [70119],NODO DI LISCATE,ALLACCIAMENTO,D35,54.81
1/377  [70129],LISCATE,CASELLO,D35,55.0
*/2815  [2924],INTERCONNESIONE D35/V35,ALLACCIAMENTO,D35,55.1
1/993  [995],BIVIO DIRAMAZ. A26-A4/A26 TRAFORI,ALLACCIAMENTO,D36,0.0
1/236  [502],VERCELLI OVEST,CASELLO,D36,8.0
25044,CAVOUR EST,DISTRIBUTORE,D36,29.3
1/976  [541],NODO DIRAMAZIONE A26-A4/A4 TO-TS,ALLACCIAMENTO,D36,31.0
1/737  [609],BARI NORD,ALLACCIAMENTO,D94,672.2
*/1092  [606],BIVIO BARI ZONA INDUSTRIALE,ALLACCIAMENTO,D94,672.5
*/1093  [607],MODUGNO,CASELLO,D94,673.5
*/1153  [610],BIVIO TANGENZIALE BARI,ALLACCIAMENTO,D94,676.8
*/5026  [2753],ALL. CAPODI. RAMO B - ALL. A01,ALLACCIAMENTO,F02,0.0
*/5023  [2750],CAPODICHI. - ALL.CAPOD. RAMO B,ALLACCIAMENTO,F02,0.7
*/5024  [2751],CAPODICH. - ALL. CAPOD. RAMO C,ALLACCIAMENTO,F03,0.0
*/1942  [3043],ALL.RAMO C/RAMO G,ALLACCIAMENTO,F03,0.5
24853,CITTADELLA,DISTRIBUTORE,F03,0.8
*/5025  [2752],ALL. CAPODI. RAMO C - ALL. A01,ALLACCIAMENTO,F03,0.9
*/5027  [2754],BIVIO A1 NORD - RAMO D CAPODICHINO,ALLACCIAMENTO,F04,0.0
*/1940  [3041],ALL.R07/RAMO D,ALLACCIAMENTO,F04,1.0
*/1248  [1803],RAMO D/ CAPODICHINO,ALLACCIAMENTO,F04,2.8
1/1443  [72062],ALL. A21 TORINO / A1,ALLACCIAMENTO,F05,164.6
*/1943  [3044],ALL.R07/RAMO E,ALLACCIAMENTO,F06,0.0
*/1944  [3045],ALL.RAMO F/RAMO E,ALLACCIAMENTO,F06,0.4
*/1941  [3042],ALL.RAMO E/RAMO G,ALLACCIAMENTO,F06,0.6
*/1940  [3041],ALL.R07/RAMO D,ALLACCIAMENTO,F06,1.2
*/1945  [3046],BIVIO R07/RAMO F,ALLACCIAMENTO,F07,0.0
*/1944  [3045],ALL.RAMO F/RAMO E,ALLACCIAMENTO,F07,0.6
*/1941  [3042],ALL.RAMO E/RAMO G,ALLACCIAMENTO,F08,0.0
*/1942  [3043],ALL.RAMO C/RAMO G,ALLACCIAMENTO,F08,0.2
*/1313  [116],MILANO VIALE ZARA (BIVIO TG.N/SS36 LECCO-MONZA V.REALE PER/DA MILANO),CASELLO,P05,0.0
*/1306  [109],BIVIO SS 36 LECCO MONZA,ALLACCIAMENTO,P05,0.1
*/1314  [117],LECCO (BIVIO TG.N/SS36 LECCO-MONZA V.REALE PER/DA LECCO),CASELLO,P05,0.2
*/1315  [118],MILANO (BIVIO TANG. NORD/SP 44 MILANO-MEDA PER/DA MILANO),CASELLO,P44,0.0
*/1310  [113],BIVIO SP 44 MILANO MEDA,ALLACCIAMENTO,P44,0.1
*/1316  [119],MEDA (BIVIO TANG. NORD/SP 44 MILANO-MEDA PER/DA MEDA),CASELLO,P44,0.2
1/12  [1021],BOLOGNA BORGO PANIGALE,ALLACCIAMENTO,R01,0.0
*/1317  [120],SVINCOLO SS 9 VIA EMILIA,ALLACCIAMENTO,R01,0.3
*/1137  [1023],SVINCOLO SAN GIOVANNI IN PERSICETO,CASELLO,R01,1.5
*/1158  [1024],BIVIO TANGENZIALE BOLOGNA,ALLACCIAMENTO,R01,3.3
*/1301  [104],BIVIO TANG. NORD/A4 TORINO-TRIESTE,ALLACCIAMENTO,R03,13.3
*/1294  [97],VIALE MARCONI,CASELLO,R03,13.4
1/656  [187],MONZA,ALLACCIAMENTO,R03,14.0
1/969  [72002],ALL. A4/A5,ALLACCIAMENTO,R04,0.0
1/405  [72007],ALBIANO,CASELLO,R04,7.9
687,VIVERONE SUD,DISTRIBUTORE,R04,13.4
1/976  [541],NODO RACC. A4-A5/A4 TORINO-TRIESTE,ALLACCIAMENTO,R04,23.6
*/1343  [2035],BIVIO RACC. A1-TANG. EST/A1 MI-NA,ALLACCIAMENTO,R05,0.0
*/1414  [2137],INIZIO COMPLANARE POASCO,ALLACCIAMENTO,R05,1.0
*/1415  [2138],FINE COMPLANARE POASCO,ALLACCIAMENTO,R05,1.6
*/1341  [2033],SAN DONATO,CASELLO,R05,1.95
*/3394  [4010],CAMBIO COMPET ASPI ANAS R05 (INIZIO RACCORDO A1 MILANO-NAPOLI PER/DA CHIARAVALLE),CASELLO,R05,2.411
*/1340  [2032],BIVIO TANGENZIALE EST MI,ALLACCIAMENTO,R05,2.7
*/1339  [2031],PIAZZALE BOLOGNA (INIZIO RACCORDO A1 MILANO-NAPOLI PER/DA MILANO-P.LE CORVETTO),CASELLO,R05,4.0
*/1342  [2034],A1 KM.0 -RACC.TANGENZ. EST,ALLACCIAMENTO,R06,0.0
*/1340  [2032],INIZIO TANGENZIALE EST MI,ALLACCIAMENTO,R06,1.7
*/1144  [781],BIVIO DIRAMAZIONE CAPODICHINO,ALLACCIAMENTO,R07,0.0
*/1945  [3046],DIREZIONE A1,ALLACCIAMENTO,R07,0.2
*/1943  [3044],DIREZIONE AEROPORTO,ALLACCIAMENTO,R07,0.3
*/1243  [1805],BIVIO SP 1 CASORIA,ALLACCIAMENTO,R07,1.2
*/1439  [3039],CASORIA NORD,ALLACCIAMENTO,R07,1.5
1/965  [1124],BIVIO RACC.A1-CASERTA SUD/A1 MI-NA,ALLACCIAMENTO,R08,739.6
1/778  [1122],CASERTA SUD,CASELLO,R08,739.7
*/1834  [2628],SV. CASERTA CENTRO,CASELLO,R08,739.8
*/1147  [144],BIVIO RACC. AGRATE-A4/TANG. EST MI,ALLACCIAMENTO,R09,19.0
1/655  [1121],BIVIO RACCORDO AGRATE-A4/A4 TO-TS,ALLACCIAMENTO,R09,19.2
1/962  [1123],BIVIO A4 TORINO-TRIESTE,ALLACCIAMENTO,R10,120.8
1/444  [1119],GHISOLFA,CASELLO,R10,120.9
*/1283  [760],BIVIO TANGENZIALE OVEST MI,ALLACCIAMENTO,R10,121.0
*/1270  [1126],BIVIO A11 FIRENZE-PISA,ALLACCIAMENTO,R11,3.8
836,FIRENZE NORD,DISTRIBUTORE,R11,4.6
1/20  [382],FIRENZE NORD,ALLACCIAMENTO,R11,5.5
*/1156  [71],BIVIO COMPLANARE BOLOGNA,ALLACCIAMENTO,R13,0.0
1/101  [345],BOLOGNA ARCOVEGGIO,ALLACCIAMENTO,R13,0.6
1/984  [303],BIVIO RACC. BO CASALECCHIO/A1 MI-NA,ALLACCIAMENTO,R14,0.0
1/13  [36],BOLOGNA CASALECCHIO,ALLACCIAMENTO,R14,0.8
1/982  [295],BIVIO RACC.BO CASALECCHIO/A14 BO-TA,ALLACCIAMENTO,R14,5.0
*/1374  [2071],BIVIO RACCORDO PI CENTRO/SGC FI-PI,ALLACCIAMENTO,R18,75.9
*/1375  [2072],SAN PIERO A GRADO,CASELLO,R18,78.5
1/287  [70808],PISA CENTRO,ALLACCIAMENTO,R18,78.9
*/1023  [590],BIVIO RACCORDO LERICI/A15 PR-SP,ALLACCIAMENTO,R19,0.0
*/1381  [2078],PORTO EST,CASELLO,R19,0.6
*/1809  [3960],LA SPEZIA / VIA VALDILOCCHI,CASELLO,R19,0.7
*/1382  [2079],LERICI,CASELLO,R19,3.4
*/1383  [2080],BIVIO SP 331,ALLACCIAMENTO,R19,3.7
*/1409  [2126],VIALE CERTOSA,ALLACCIAMENTO,R20,0.0
*/1408  [2125],VIA COGNE,CASELLO,R20,0.2
*/1410  [2127],BIVIO A4 TRIESTE,ALLACCIAMENTO,R20,0.5
1/1006  [2116],INIZIO COMPLANARE SAVONA,ALLACCIAMENTO,R24,44.0
1/996  [2113],BIVIO COMPL.SAVONA/A6 TORINO-SAVONA,ALLACCIAMENTO,R24,44.5
1/222  [507],SAVONA VADO,CASELLO,R24,44.8
1/1007  [2117],FINE COMPLANARE SAVONA,ALLACCIAMENTO,R24,45.0
*/1419  [2143],AREA MERCI AOSTA,ALLACCIAMENTO,R26,101.4
*/1420  [2144],REGOLAZIONE AOSTA,CASELLO,R26,101.6
*/1421  [2145],RIENTRO A5 TORINO-AOSTA,ALLACCIAMENTO,R26,102.0
*/1423  [2147],AREA MERCI PASSY,ALLACCIAMENTO,R27,61.0
*/1424  [2148],REGOLAZIONE PASSY,CASELLO,R27,61.2
*/1425  [2149],RIENTRO ROUTE NATIONALE 205,ALLACCIAMENTO,R27,61.8
*/1414  [2137],BIVIO A1 MILANO-NAPOLI,ALLACCIAMENTO,R28,1.0
*/1416  [2139],VIA EMILIA,CASELLO,R28,1.1
*/1417  [2140],POASCO,CASELLO,R28,1.4
*/1418  [2141],VIA EMILIA-ENI,CASELLO,R28,1.5
*/1419  [4149],SVINCOLO DI SAN DONATO,CASELLO,R28,1.9
*/1415  [2138],BIVIO RACCORDO PIAZZALE CORVETTO,ALLACCIAMENTO,R28,1.95
1/1440  [2164],BIVIO RACC.AO-G.S.BERNARDO/A5 TO-AO,ALLACCIAMENTO,R29,0.0
1/413  [940],AOSTA EST,CASELLO,R29,0.1
*/1814  [2582],SS 27,CASELLO,R29,7.9
1/300  [1107],COLLESALVETTI,ALLACCIAMENTO,R30,0.0
*/1457  [2180],BIVIO SGC FIRENZE-LIVORNO,ALLACCIAMENTO,R30,0.5
*/1460  [2183],BIVIO FI-LI/A12 GENOVA-LIVORNO (BIVIO DIRAM. LI/SGC FIRENZE-LIVORNO PER/DA LIVORNO STAGNO),ALLACCIAMENTO,R33,76.4
*/1379  [2076],BIVIO DIRAMAZIONE LIVORNO,ALLACCIAMENTO,R33,78.5
*/1808  [2576],LIVORNO STAGNO/SS 1 AURELIA (BIVIO DIRAM. LI/SGC FIRENZE-LIVORNO PER/DA LIVORNO CENTRO),CASELLO,R33,78.6
1/541  [287],UDINE NORD,ALLACCIAMENTO,R34,0.0
*/5017  [2410],UDINE NORD - CAMBIO COMP. T09/ANAS,CASELLO,R34,0.1
*/1661  [2400],BIVIO RACCORDO A23/TANGENZ. UDINE,ALLACCIAMENTO,R34,0.2
*/2880  [3131],SV.TANG.UDINE NORD,CASELLO,R34,0.25
*/1169  [828],INIZIO A7 MILANO - GENOVA,ALLACCIAMENTO,R35,0.0
*/1795  [2411],FAMAGOSTA,CASELLO,R35,1.1
*/1670  [2412],PIAZZA MAGGI,CASELLO,R35,1.9
*/1672  [2414],SETTIMO MILANESE,CASELLO,R36,0.0
*/1318  [121],BIVIO RACCORDO SS11-SS33/TANG.OVEST,ALLACCIAMENTO,R36,0.8
*/1673  [2415],VIA SILLA-FIGINO,CASELLO,R36,1.2
*/1674  [2416],PERO SUD,CASELLO,R36,2.5
*/1675  [2417],MOLINO DORINO,CASELLO,R36,3.0
*/1921  [2823],CC MILANO SERRAVALLE - ANAS,CASELLO,R37,0.0
*/1013  [759],TANGENZIALE OVEST MILANO,ALLACCIAMENTO,R37,0.3
*/1927  [2829],ALL. SS33 DEL SEMPIONE,ALLACCIAMENTO,R37,0.6
*/5019  [2423],CAMBIO COMPET. MI-SERRAVALLE/SATAP,CASELLO,R37,1.2
*/1680  [2424],ACCESSO SUD-OVEST FIERA MILANO,CASELLO,R37,1.5
*/1801  [2565],NODO DI PERO,ALLACCIAMENTO,R37,2.5
*/1803  [2567],PERO PIAZZALE SUD EST,CASELLO,R37,2.6
*/1681  [2425],ACCESSO EST MERCI FIERA MILANO,CASELLO,R37,3.0
*/5020  [2426],CAMBIO COMPETENZA SATAP/T02,CASELLO,R37,3.3
*/1683  [2427],ACCESSO NORD-EST FIERA MILANO,CASELLO,R37,3.6
*/3376  [3871],ALL.R52/R37,ALLACCIAMENTO,R37,4.2
*/1679  [2422],BIVIO A8 MILANO-VARESE,ALLACCIAMENTO,R37,4.5
*/5021  [2428],ALLACCIAMENTO TANG. NORD - A/8,CASELLO,R37,4.6
*/1684  [2429],SP 46 RHO-MONZA,CASELLO,R37,4.8
*/2956  [2956],BIVIO A8/A52,ALLACCIAMENTO,R37,4.81
*/1685  [2430],TORINO CORSO GROSSETO (RACC.AEROPORTO CASELLE/TG.N TO PER/DA TORINO),CASELLO,R38,0.0
*/1044  [4039],RACC.AEROPORTO CASELLE/TG.N TO,ALLACCIAMENTO,R38,6.3
*/1686  [2431],BORGARO TORINESE (RACC.AEROPORTO CASELLE/TG.N TO PER/DA CASELLE),CASELLO,R38,7.9
*/1687  [2432],SS 460 RIVAROLO,CASELLO,R38,11.7
*/1688  [2433],CASELLE LEINI,CASELLO,R38,14.2
*/1689  [2434],AEROPORTO TORINO CASELLE,CASELLO,R38,15.7
*/1798  [1939],SACILE OVEST SVINCOLO LIBERO,CASELLO,R39,0.0
*/1389  [1933],SACILE OVEST,ALLACCIAMENTO,R39,0.1
*/2294  [1936],SS 13 CORNADELLA,CASELLO,R39,4.0
*/1799  [1940],SACILE EST SVINCOLO LIBERO,CASELLO,R40,0.0
*/1388  [1932],SACILE EST,ALLACCIAMENTO,R40,0.1
*/2295  [1937],SS 13 SAN GIOVANNI AL TEMPIO,CASELLO,R40,4.0
*/1066  [1930],FONTANAFREDDA,ALLACCIAMENTO,R41,0.0
*/1800  [1941],FONTANAFREDDA SVINCOLO LIBERO,CASELLO,R41,0.1
*/2296  [1938],SS 13 RONCHE,CASELLO,R41,4.0
1/21  [2445],FIRENZE SCANDICCI,ALLACCIAMENTO,R42,0.0
*/1692  [2446],BIVIO A1/FIRENZE-PISA-LIVORNO,ALLACCIAMENTO,R42,0.2
1/14  [2459],SASSO MARCONI,ALLACCIAMENTO,R43,0.0
*/1732  [2460],STRADA PROVINCIALE 325,CASELLO,R43,0.1
*/1733  [2461],SASSO MARCONI SVINCOLO,CASELLO,R43,2.7
*/1182  [1920],INIZIO RACCORDO TRIESTE SISTIANA,ALLACCIAMENTO,R44,0.0
*/1697  [2474],SISTIANA (CONF.COMP.A4 TO-TS/RACC.TS-SISTIANA PER/DA TRIESTE),CASELLO,R44,0.3
*/1698  [2475],GABROVIZZA,CASELLO,R44,9.0
*/1699  [2476],PROSECCO,CASELLO,R44,11.0
*/1700  [2477],BIVIO PER FERNETTI,ALLACCIAMENTO,R44,16.5
*/1701  [2478],TREBICIANO,CASELLO,R44,18.6
*/1702  [2479],PADRICIANO,CASELLO,R44,21.0
*/1700  [2477],BIVIO RACCORDO TRIESTE-SISTIANA,ALLACCIAMENTO,R45,0.0
*/1703  [2480],FERNETTI,CASELLO,R45,2.5
*/1041  [12],BIVIO RAC.CHIVASSO-SS31BIS/A4 TO-TS,ALLACCIAMENTO,R47,0.0
*/1722  [2464],SP CHIVASSO - RONDISSONE,CASELLO,R47,1.8
*/1723  [2465],SS31 BIS,CASELLO,R47,4.3
*/1738  [2488],INIZIO RAC.SUPERSTRADA DEL LIRI/A25 (AVEZZANO PER/DA SORA),CASELLO,R48,0.0
1/831  [71744],AVEZZANO,ALLACCIAMENTO,R48,0.2
1/1445  [2498],INIZIO COMPLANARE PIACENZA SUD,ALLACCIAMENTO,R49,55.8
1/5012  [2496],BIVIO COMPLANARE/A21 TORINO,CASELLO,R49,56.4
1/5011  [2500],BIVIO COMPLANARE/A21 BRESCIA,ALLACCIAMENTO,R49,57.1
1/5  [2501],PIACENZA SUD,CASELLO,R49,58.2
1/1444  [2499],FINE COMPLANARE PIACENZA SUD,ALLACCIAMENTO,R49,58.3
*/1753  [2515],BIVIO TANGENZIALE SUD VERONA,ALLACCIAMENTO,R50,0.0
*/1760  [2522],FINE RACCORDO PORCILLANA OVEST,CASELLO,R50,1.5
1/611  [927],SOAVE,ALLACCIAMENTO,R51,0.0
*/1761  [2523],SOAVE SR 11,CASELLO,R51,0.1
*/1762  [2524],LOC. BELFIORE,CASELLO,R51,2.0
*/3375  [3870],BIVIO A52,ALLACCIAMENTO,R52,0.0
*/3376  [3871],BIVIO RACCORDO FIERA MILANO,ALLACCIAMENTO,R52,1.65
1/618  [10],BRESCIA EST,ALLACCIAMENTO,R53,0.0
*/1765  [2527],BIVIO TANGENZIALE EST BRESCIA,ALLACCIAMENTO,R53,0.5
1/605  [839],PADOVA OVEST,ALLACCIAMENTO,R54,0.0
*/1768  [2530],PADOVA OVEST - VIA PO,ALLACCIAMENTO,R54,0.2
1/608  [834],VICENZA OVEST,ALLACCIAMENTO,R55,0.0
*/1777  [2539],BIVIO TANGENZIALE SUD VICENZA,ALLACCIAMENTO,R55,0.5
*/1896  [2692],V.LE DELLA SCIENZA/V.LE DEL LAVORO,CASELLO,R55,1.0
*/1781  [2543],VIALE SCALIGERI,CASELLO,R55,2.0
1/607  [835],VICENZA EST,ALLACCIAMENTO,R56,0.0
*/1782  [2544],VIA DELLA PELOSA,CASELLO,R56,0.4
*/1779  [2541],NODO V.LE SERENISSIMA/TANG. SUD VI,ALLACCIAMENTO,R56,0.9
*/1783  [2545],VIALE SERENISSIMA,CASELLO,R56,2.0
1/617  [848],DESENZANO,ALLACCIAMENTO,R57,0.0
*/1790  [2552],BIVIO SS 567,CASELLO,R57,0.1
*/1785  [2547],NODO LA PERLA,ALLACCIAMENTO,R57,0.5
*/1791  [2553],SS 11,CASELLO,R57,0.6
*/1768  [2530],INIZIO TANGENZIALE LIMENA,ALLACCIAMENTO,R58,0.0
*/1796  [2554],VIA PO (PADOVA OVEST - VIA PO PER/DA TANGENZIALE NORD DI PADOVA),CASELLO,R58,0.2
*/1797  [2555],INIZIO TANGENZIALE NORD PADOVA,ALLACCIAMENTO,R58,0.4
1/1446  [70813],NODO RACCORDO LUCCA-VIAREGGIO/A12,ALLACCIAMENTO,R59,0.0
1/283  [70806],VIAREGGIO,CASELLO,R59,0.6
*/1936  [2986],VIAREGGIO BOCCHETTE,CASELLO,R59,1.5
*/1937  [2987],VIAREGGIO CITTÀ,CASELLO,R59,2.0
1/511  [70766],SAN DONA' DI PIAVE,ALLACCIAMENTO,R60,0.0
*/1805  [1951],SAN DONA' DI PIAVE SP55,CASELLO,R60,0.1
*/1806  [1952],SAN DONA' DI PIAVE SP83,CASELLO,R60,0.6
*/1807  [1953],SAN DONA' DI PIAVE SP56,CASELLO,R60,3.3
*/1816  [4070],DIREZIONE CHIERI,CASELLO,R61,0.0
