nodo_id,nodo_name,tipo_nodo,autostrada_id,km
*/1175  [468],GENOVA SAMPIERDARENA,CASELLO,A07,133.6
*/1146  [148],NODO A8/A4 TORINO-TRIESTE,ALLACCIAMENTO,A08,0.0
*/1490  [3021],CASCINA MERLATA,CASELLO,A08,0.3
*/1679  [2422],FIERA MILANO,ALLACCIAMENTO,A08,2.2
8/1  [204],MILANO NORD,CASELLO,A08,5.6
*/1208  [145],BIVIO A8/TANGENZIALE OVEST MI,ALLACCIAMENTO,A08,6.0
*/1412  [2943],SVINCOLO LAINATE-ARESE,CASELLO,A08,7.1
85,VILLORESI EST,DISTRIBUTORE,A08,7.6
8/2  [4006],LAINATE,CASELLO,A08,8.2
*/1209  [208],BIVIO A8/A9 LAINATE-CHIASSO,ALLACCIAMENTO,A08,10.7
*/1393  [2104],ORIGGIO OVEST,CASELLO,A08,12.0
*/1194  [210],LEGNANO,CASELLO,A08,16.3
*/1195  [209],CASTELLANZA,CASELLO,A08,18.0
*/1196  [211],BUSTO ARSIZIO,CASELLO,A08,24.5
*/2929  [2929],BIVIO A8-A36 PEDEMONTANA,ALLACCIAMENTO,A08,25.9
8/6  [212],GALLARATE,CASELLO,A08,29.9
*/1210  [213],BIVIO A8/DIRAMAZIONE A26 TRAFORI,ALLACCIAMENTO,A08,30.9
8/10  [1075],GALLARATE NORD,CASELLO,A08,31.9
*/1197  [214],CAVARIA,CASELLO,A08,33.9
*/1198  [215],SOLBIATE ARNO - ALBIZZATE,CASELLO,A08,35.7
*/1199  [216],CASTRONNO,CASELLO,A08,40.1
79,BRUGHIERA EST,DISTRIBUTORE,A08,40.7
*/1207  [275],GAZZADA,ALLACCIAMENTO,A08,41.9
*/1212  [219],VARESE,CASELLO,A08,42.4
*/1209  [208],BIVIO A9/A8 MILANO-VARESE,ALLACCIAMENTO,A09,10.7
*/2493  [2764],UBOLDO,CASELLO,A09,13.9
*/2794  [2765],ORIGGIO,CASELLO,A09,14.35
*/1201  [315],SARONNO,CASELLO,A09,15.7
*/1202  [316],TURATE,CASELLO,A09,19.0
*/1214  [2930],BIVIO A9-A36 PEDEMONTANA,ALLACCIAMENTO,A09,22.7
*/1909  [2761],SVINCOLO DI LOMAZZO SUD,CASELLO,A09,23.6
*/1203  [224],LOMAZZO NORD,CASELLO,A09,25.4
103,LARIO EST,DISTRIBUTORE,A09,27.6
8/4  [226],FINO MORNASCO,CASELLO,A09,29.8
*/2820  [2977],BIVIO A9/A59 SUD,ALLACCIAMENTO,A09,32.45
8/3  [227],COMO GRANDATE,CASELLO,A09,33.0
*/2821  [2978],BIVIO A9/A59 NORD,ALLACCIAMENTO,A09,33.4
*/2920  [3059],SVINCOLO VIALE COLOMBO PARCHEGGIO,CASELLO,A09,33.7
*/1204  [228],COMO CENTRO,CASELLO,A09,33.8
*/1205  [229],COMO MONTE OLIMPINO,CASELLO,A09,39.42
*/1206  [1113],LAGO DI COMO,CASELLO,A09,41.18
*/1406  [2123],PONTE CHIASSO,CASELLO,A09,41.255
*/1407  [2124],CHIASSO USCITA MERCI,CASELLO,A09,41.37
*/1211  [230],CHIASSO,CASELLO,A09,41.63
1/974  [465],BIVIO A10/A7 MILANO-GENOVA,ALLACCIAMENTO,A10,0.0
1/215  [469],GENOVA AEROPORTO,CASELLO,A10,2.3
1/216  [470],GENOVA PEGLI,CASELLO,A10,6.0
1/217  [471],GENOVA PRA',CASELLO,A10,10.7
1/990  [472],BIVIO A10/A26 TRAFORI,ALLACCIAMENTO,A10,12.6
1/218  [473],ARENZANO,CASELLO,A10,20.2
135,PIANI D'INVREA NORD,DISTRIBUTORE,A10,25.7
1/219  [475],VARAZZE,CASELLO,A10,26.8
1/220  [476],CELLE LIGURE,CASELLO,A10,32.35
1/221  [477],ALBISOLA,CASELLO,A10,36.4
134,S.CRISTOFORO NORD,DISTRIBUTORE,A10,42.3
1/1006  [2116],BIVIO A10/INIZIO COMPLANARE SAVONA,ALLACCIAMENTO,A10,44.0
1/1008  [2118],CAMBIO COMPETENZA T01 / A10 CDT,CASELLO,A10,44.8
1/1007  [2117],BIVIO A10/FINE COMPLANARE SAVONA,ALLACCIAMENTO,A10,45.0
1/482  [70788],SPOTORNO,CASELLO,A10,52.7
1/483  [70789],ORCO FEGLINO,CASELLO,A10,59.4
1/484  [70790],FINALE LIGURE,CASELLO,A10,63.0
1/485  [70791],PIETRA LIGURE,CASELLO,A10,67.7
1/497  [70796],BORGHETTO SANTO SPIRITO,CASELLO,A10,72.6
1/486  [70792],ALBENGA,CASELLO,A10,81.2
1/487  [70793],ANDORA,CASELLO,A10,93.2
131,RINOVO NORD,DISTRIBUTORE,A10,95.0
1/488  [70782],SAN BARTOLOMEO,CASELLO,A10,100.0
1/489  [70783],IMPERIA EST,CASELLO,A10,106.3
1/490  [70784],IMPERIA OVEST,CASELLO,A10,112.2
106,CASTELLARO NORD,DISTRIBUTORE,A10,123.1
1/491  [70785],ARMA DI TAGGIA,CASELLO,A10,128.4
1/493  [70786],SANREMO OVEST,CASELLO,A10,139.4
10021,BORDIGHERA NORD,DISTRIBUTORE,A10,143.5
1/494  [70787],BORDIGHERA,CASELLO,A10,145.8
1/495  [70794],VENTIMIGLIA,CASELLO,A10,151.8
1/496  [70795],BARRIERA VENTIMIGLIA CONFINE,CASELLO,A10,151.801
*/1186  [963],CONFINE DI STATO,CASELLO,A10,158.1
*/1168  [402],FIRENZE PERETOLA,CASELLO,A11,0.0
*/1094  [403],SESTO FIORENTINO,CASELLO,A11,1.9
10032,PERETOLA NORD,DISTRIBUTORE,A11,3.0
*/1270  [1126],BIVIO A11/FIRENZE NORD,ALLACCIAMENTO,A11,3.8
1/333  [406],FIRENZE OVEST,CASELLO,A11,4.2
1/1000  [405],BIVIO A11/A1 MILANO-NAPOLI,ALLACCIAMENTO,A11,5.15
1/334  [500],PRATO EST,CASELLO,A11,9.0
1/335  [408],PRATO OVEST,CASELLO,A11,16.8
1/336  [409],PISTOIA,CASELLO,A11,27.4
145,SERRAVALLE NORD,DISTRIBUTORE,A11,35.5
1/337  [392],MONTECATINI TERME,CASELLO,A11,39.0
1/338  [393],CHIESINA UZZANESE,CASELLO,A11,46.4
1/339  [394],ALTOPASCIO,CASELLO,A11,49.3
1/340  [2571],CAPANNORI,CASELLO,A11,57.2
1/344  [396],LUCCA EST,CASELLO,A11,66.0
1/1009  [2142],BIVIO A11/RACCORDO LUCCA-VIAREGGIO,ALLACCIAMENTO,A11,67.0
151,MIGLIARINO NORD,DISTRIBUTORE,A11,79.0
1/986  [398],BIVIO A11/RACC. A12 GENOVA-LIVORNO,ALLACCIAMENTO,A11,81.1
1/345  [399],PISA NORD,CASELLO,A11,81.5
*/1189  [400],BIVIO A11/SS 1 AURELIA,CASELLO,A11,81.6
1/989  [479],BIVIO A12/A7 MILANO-GENOVA,ALLACCIAMENTO,A12,0.0
1/260  [480],GENOVA EST,CASELLO,A12,4.2
1/261  [481],GENOVA NERVI,CASELLO,A12,11.5
10176,S.ILARIO SUD,DISTRIBUTORE,A12,14.5
1/262  [483],RECCO,CASELLO,A12,22.8
1/263  [484],RAPALLO,CASELLO,A12,28.4
1/264  [485],CHIAVARI,CASELLO,A12,38.3
1/265  [486],LAVAGNA,CASELLO,A12,41.1
10179,RIVIERA SUD,DISTRIBUTORE,A12,48.7
1/266  [487],SESTRI LEVANTE,CASELLO,A12,48.7
1/5010  [70815],CAMBIO COMPETENZA T01 - A12 CDT,CASELLO,A12,49.4
1/273  [70798],DEIVA MARINA,CASELLO,A12,60.5
1/274  [70799],CARRODANO,CASELLO,A12,70.1
1/275  [70800],BRUGNATO,CASELLO,A12,75.8
3828,BRUGNATO OVEST,DISTRIBUTORE,A12,76.8
1/272  [70797],ALBIANO MAGRA,CASELLO,A12,93.121
1/987  [70811],BIVIO A12/A15 PARMA-LA SPEZIA,ALLACCIAMENTO,A12,94.4
10177,MAGRA OVEST,DISTRIBUTORE,A12,96.5
1/279  [70802],SARZANA,CASELLO,A12,101.6
1/280  [70803],CARRARA,CASELLO,A12,110.0
1/281  [70804],MASSA,CASELLO,A12,116.4
1/282  [70805],VERSILIA,CASELLO,A12,127.9
10518,VERSILIA OVEST,DISTRIBUTORE,A12,131.2
1/1446  [70813],NODO A12/RACCORDO LUCCA-VIAREGGIO,ALLACCIAMENTO,A12,135.5
1/986  [398],BIVIO A12/RACC. A11 FIRENZE-PISA,ALLACCIAMENTO,A12,150.9
1/287  [70808],PISA CENTRO,ALLACCIAMENTO,A12,161.6
10173,CASTAGNOLO OVEST,DISTRIBUTORE,A12,163.5
1/5005  [70814],CAMBIO COMPETENZA REALE A12 CDT/SAT,CASELLO,A12,169.963
1/1004  [70812],BIVIO A12/DIRAMAZIONE LIVORNO,ALLACCIAMENTO,A12,170.2
1/300  [1107],COLLESALVETTI,ALLACCIAMENTO,A12,177.8
3816,SAVALANO OVEST,DISTRIBUTORE,A12,196.0
1/301  [1108],ROSIGNANO MARITTIMO,CASELLO,A12,205.9
1/302  [2735],BARRIERA DI ROSIGNANO,CASELLO,A12,206.9
*/5028  [2822],INIZIO RACCORDO ROSIGNANO,ALLACCIAMENTO,A12,207.2
*/1928  [2833],ALLACCIAMENTO SS1 AURELIA SUD/A12,ALLACCIAMENTO,A12,210.022
1/973  [296],BIVIO A13/A14 BOLOGNA-TARANTO,ALLACCIAMENTO,A13,0.0
1/101  [345],BOLOGNA ARCOVEGGIO,ALLACCIAMENTO,A13,0.6
1/100  [346],BOLOGNA INTERPORTO,CASELLO,A13,7.9
162,CASTEL BENTIVOGLIO EST,DISTRIBUTORE,A13,11.7
1/102  [348],ALTEDO,CASELLO,A13,20.5
1/103  [1114],FERRARA SUD,ALLACCIAMENTO,A13,33.7
1/104  [350],FERRARA NORD,CASELLO,A13,41.9
177,PO EST,DISTRIBUTORE,A13,43.4
1/105  [352],OCCHIOBELLO,CASELLO,A13,49.1
1/113  [2493],VILLAMARZANA,CASELLO,A13,63.0
176,ADIGE EST,DISTRIBUTORE,A13,65.3
1/106  [354],ROVIGO,CASELLO,A13,70.4
1/107  [355],BOARA,CASELLO,A13,74.8
1/108  [356],MONSELICE,CASELLO,A13,88.6
1/109  [357],TERME EUGANEE,CASELLO,A13,95.0
168,S.PELAGIO EST,DISTRIBUTORE,A13,98.2
1/1018  [70204],BIVIO A13-PADOVA SUD,ALLACCIAMENTO,A13,100.0
1/112  [305],PADOVA INDUSTRIALE,CASELLO,A13,112.4
1/953  [453],BIVIO A13/A4 TORINO-TRIESTE,ALLACCIAMENTO,A13,116.7
1/981  [292],BIVIO A14/A1 MILANO-NAPOLI,ALLACCIAMENTO,A14,0.0
10190,LA PIOPPA OVEST,DISTRIBUTORE,A14,2.3
1/12  [1021],BOLOGNA BORGO PANIGALE,ALLACCIAMENTO,A14,4.8
1/982  [295],BIVIO A14/RACC. A1 BO CASALECCHIO,ALLACCIAMENTO,A14,9.0
1/973  [296],BIVIO A14/A13 BOLOGNA-PADOVA,ALLACCIAMENTO,A14,14.4
1/40  [2467],BOLOGNA FIERA,CASELLO,A14,15.5
1/41  [297],BOLOGNA SAN LAZZARO,ALLACCIAMENTO,A14,22.2
10189,SILLARO OVEST,DISTRIBUTORE,A14,37.4
1/38  [1076],CASTEL SAN PIETRO,CASELLO,A14,38.2
1/42  [299],IMOLA,CASELLO,A14,50.1
1/983  [300],BIVIO A14/DIRAMAZIONE RAVENNA,ALLACCIAMENTO,A14,56.7
10183,SANTERNO OVEST,DISTRIBUTORE,A14,59.5
1/43  [302],FAENZA,CASELLO,A14,64.5
1/44  [309],FORLI',CASELLO,A14,81.6
10184,BEVANO OVEST,DISTRIBUTORE,A14,89.5
1/39  [59],CESENA NORD,CASELLO,A14,93.6
1/45  [311],CESENA,CASELLO,A14,99.7
1/69  [2821],VALLE DEL RUBICONE,CASELLO,A14,110.069
10191,RUBICONE OVEST,DISTRIBUTORE,A14,111.3
1/46  [313],RIMINI NORD,CASELLO,A14,117.3
1/47  [314],RIMINI SUD,CASELLO,A14,127.4
10185,MONTEFELTRO OVEST,DISTRIBUTORE,A14,133.6
1/48  [317],RICCIONE,CASELLO,A14,135.4
1/49  [318],CATTOLICA,CASELLO,A14,143.9
1/5006  [622],CAMBIO COMPETENZA A14 T03 - T07,CASELLO,A14,144.2
1/50  [623],PESARO,CASELLO,A14,155.9
10188,FOGLIA OVEST,DISTRIBUTORE,A14,158.9
1/51  [625],FANO,CASELLO,A14,173.3
1/64  [626],MAROTTA,CASELLO,A14,185.3
3866,METAURO OVEST,DISTRIBUTORE,A14,186.2
1/52  [2730],SENIGALLIA,CASELLO,A14,194.5
1/68  [2830],MONTEMARCIANO,CASELLO,A14,207.9
10186,ESINO OVEST,DISTRIBUTORE,A14,208.7
1/53  [629],ANCONA NORD,CASELLO,A14,213.5
1/54  [630],ANCONA SUD,CASELLO,A14,230.4
10194,CONERO OVEST,DISTRIBUTORE,A14,239.0
1/55  [632],LORETO,CASELLO,A14,245.5
1/56  [633],CIVITANOVA MARCHE,CASELLO,A14,262.6
10192,CHIENTI OVEST,DISTRIBUTORE,A14,263.9
1/67  [2736],PORTO SANT' ELPIDIO,CASELLO,A14,270.8
1/57  [543],FERMO PORTO SAN GIORGIO,CASELLO,A14,279.5
1/58  [638],PEDASO,CASELLO,A14,287.9
10193,PICENO OVEST,DISTRIBUTORE,A14,290.8
1/66  [2115],GROTTAMMARE,CASELLO,A14,301.8
1/59  [640],SAN BENEDETTO DEL TRONTO,CASELLO,A14,311.7
1/65  [2049],VAL VIBRATA,CASELLO,A14,319.5
10197,TORTORETO OVEST,DISTRIBUTORE,A14,323.7
1/60  [642],GIULIANOVA,ALLACCIAMENTO,A14,334.4
10196,VOMANO OVEST,DISTRIBUTORE,A14,340.3
1/61  [644],ROSETO DEGLI ABRUZZI,CASELLO,A14,344.0
1/62  [645],PINETO,CASELLO,A14,351.8
10195,TORRE CERRANO OVEST,DISTRIBUTORE,A14,363.1
1/63  [650],PESCARA NORD,CASELLO,A14,363.8
1/957  [647],BIVIO A14/A25 TORANO-PESCARA,ALLACCIAMENTO,A14,377.7
1/772  [648],PESCARA OVEST,CASELLO,A14,380.1
1/771  [611],PESCARA SUD,CASELLO,A14,392.6
10206,ALENTO OVEST,DISTRIBUTORE,A14,393.9
1/770  [613],ORTONA,CASELLO,A14,403.8
1/769  [614],LANCIANO,CASELLO,A14,413.0
1/768  [615],VAL DI SANGRO,CASELLO,A14,421.2
10205,SANGRO OVEST,DISTRIBUTORE,A14,428.0
1/767  [649],VASTO NORD,CASELLO,A14,436.5
1/766  [617],VASTO SUD,CASELLO,A14,453.8
10204,TRIGNO OVEST,DISTRIBUTORE,A14,457.7
1/765  [620],TERMOLI,CASELLO,A14,476.1
10198,TORRE FANTINE OVEST,DISTRIBUTORE,A14,492.5
1/5007  [1082],CAMBIO COMPETENZA A14 T07 - T08,CASELLO,A14,505.0
1/764  [1083],POGGIO IMPERIALE,CASELLO,A14,507.0
10199,S.TRIFONE OVEST,DISTRIBUTORE,A14,517.51
1/763  [674],SAN SEVERO,CASELLO,A14,528.6
24666,GARGANO OVEST,DISTRIBUTORE,A14,542.0
1/762  [676],FOGGIA,CASELLO,A14,554.1
1/760  [70202],FOGGIA ZONA INDUSTRIALE,CASELLO,A14,564.959
10201,LE SALINE OVEST,DISTRIBUTORE,A14,587.17
1/761  [679],CERIGNOLA EST,CASELLO,A14,589.2
1/988  [605],BIVIO A14/A16 NAPOLI-CANOSA,ALLACCIAMENTO,A14,602.7
1/732  [586],CANOSA,CASELLO,A14,610.5
10202,CANNE BATTAGLIA OVEST,DISTRIBUTORE,A14,620.36
1/733  [588],ANDRIA,CASELLO,A14,626.9
1/734  [589],TRANI,CASELLO,A14,638.1
10203,DOLMEN DI BISCEGLIE OVEST,DISTRIBUTORE,A14,644.41
1/735  [686],MOLFETTA,CASELLO,A14,652.4
1/736  [687],BITONTO,CASELLO,A14,663.0
10207,MURGE OVEST,DISTRIBUTORE,A14,671.44
1/737  [609],BARI NORD,ALLACCIAMENTO,A14,672.2
1/738  [689],BARI SUD,CASELLO,A14,677.8
24670,LE FONTI OVEST,DISTRIBUTORE,A14,697.5
1/739  [690],ACQUAVIVA DELLE FONTI,CASELLO,A14,697.6
1/740  [692],GIOIA DEL COLLE,CASELLO,A14,709.6
1/741  [693],MOTTOLA,CASELLO,A14,723.9
1/742  [694],TARANTO NORD,CASELLO,A14,735.2
*/1934  [2838],ROTATORIA PALAGIANELLO,ALLACCIAMENTO,A14,736.737
*/1178  [695],BIVIO A14/SS7 APPIA,ALLACCIAMENTO,A14,743.4
1/5058  [72073],BIVIO A15/A1 MILANO-NAPOLI,ALLACCIAMENTO,A15,0.0
1/151  [651],PARMA OVEST,CASELLO,A15,5.2
181,MEDESANO OVEST,DISTRIBUTORE,A15,14.7
1/152  [557],FORNOVO,CASELLO,A15,22.7
1/153  [558],BORGOTARO,CASELLO,A15,42.1
1/154  [559],BERCETO,CASELLO,A15,51.0
10041,TUGO OVEST,DISTRIBUTORE,A15,54.3
10038,MONTAIO OVEST,DISTRIBUTORE,A15,65.3
1/155  [561],PONTREMOLI,CASELLO,A15,74.6
10039,SAN BENEDETTO OVEST,DISTRIBUTORE,A15,79.7
1/156  [562],AULLA,CASELLO,A15,91.4
1/987  [70811],NODO A15/A12 GENOVA-LIVORNO,ALLACCIAMENTO,A15,100.5
1/278  [70801],LA SPEZIA,CASELLO,A15,101.7
*/1151  [584],BIVIO A15/DIR. S. STEFANO DI MAGRA,ALLACCIAMENTO,A15,102.0
*/1012  [585],VEZZANO LIGURE,CASELLO,A15,103.2
*/2957  [2957],MELARA PIANAZZE,CASELLO,A15,106.0
*/1023  [590],BIVIO A15/RACCORDO LERICI,ALLACCIAMENTO,A15,107.9
*/1190  [591],LA SPEZIA VIA CARDUCCI,CASELLO,A15,108.5
*/1157  [722],BIVIO A16/A1 MILANO-NAPOLI,ALLACCIAMENTO,A16,0.0
10044,VESUVIO SUD,DISTRIBUTORE,A16,4.5
35/718  [785],POMIGLIANO,CASELLO,A16,7.3
*/2997  [3138],POMIGLIANO EST,CASELLO,A16,7.6
1/780  [175],NAPOLI EST,CASELLO,A16,13.2
1/994  [710],NODO A16/A30 CASERTA-SALERNO,ALLACCIAMENTO,A16,15.9
1/729  [2815],TUFINO,CASELLO,A16,23.528
1/720  [787],BAIANO,CASELLO,A16,26.6
1/721  [788],AVELLINO OVEST,CASELLO,A16,41.1
10042,IRPINIA SUD,DISTRIBUTORE,A16,44.2
1/722  [699],AVELLINO EST,CASELLO,A16,49.7
1/723  [700],BENEVENTO,CASELLO,A16,68.7
10047,MIRABELLA SUD,DISTRIBUTORE,A16,77.3
1/724  [702],GROTTAMINARDA,CASELLO,A16,81.7
1/725  [703],VALLATA,CASELLO,A16,104.2
10046,CALAGGIO SUD,DISTRIBUTORE,A16,106.5
1/726  [705],LACEDONIA,CASELLO,A16,111.0
1/5008  [706],CAMBIO COMPETENZA A16 T06 - T08,CASELLO,A16,127.6
1/727  [696],CANDELA,CASELLO,A16,127.9
10043,TORRE ALEMANNA SUD,DISTRIBUTORE,A16,137.59
10045,OFANTO SUD,DISTRIBUTORE,A16,153.1
1/728  [604],CERIGNOLA OVEST,CASELLO,A16,159.9
1/988  [605],BIVIO A16/A14 BOLOGNA-TARANTO,ALLACCIAMENTO,A16,172.5
*/1835  [2653],ALL. A18/A20,ALLACCIAMENTO,A18,0.0
30/1  [2091],MESSINA SUD,CASELLO,A18,1.0
30/3  [2092],ROCCALUMERA,CASELLO,A18,22.0
30/4  [2093],TAORMINA,CASELLO,A18,36.0
30/5  [2094],GIARDINI NAXOS,CASELLO,A18,41.0
30/6  [2095],FIUMEFREDDO,CASELLO,A18,48.0
30/7  [2096],GIARRE,CASELLO,A18,59.0
30/8  [2097],ACIREALE,CASELLO,A18,69.0
30/9  [2098],CATANIA NORD,CASELLO,A18,77.0
*/1844  [2629],VILLABATE,CASELLO,A19,0.0
*/1845  [2630],BAGHERIA,CASELLO,A19,6.0
*/1846  [2631],CASTELDACCIA,CASELLO,A19,10.0
*/1847  [2632],ALTAVILLA MILICIA,CASELLO,A19,11.0
*/1848  [2633],TRABIA,CASELLO,A19,19.0
*/1849  [2634],TERMINI IMERESE,CASELLO,A19,26.0
*/1850  [2635],AGGLOMERATO INDUSTRIALE (BIVIO A19/A20 PER/DA PALERMO),CASELLO,A19,37.0
*/1851  [2636],BIVIO A19/A20,ALLACCIAMENTO,A19,40.0
*/1852  [2637],BUONFORNELLO (BIVIO A19/A20 PER/DA CATANIA),CASELLO,A19,41.0
*/1853  [2638],SCILLATO,CASELLO,A19,57.0
*/1854  [2639],TRE MONZELLI,CASELLO,A19,73.0
*/1855  [2640],RESUTTANO,CASELLO,A19,83.0
*/1856  [2641],PONTE CINQUE ARCHI,CASELLO,A19,98.0
*/1857  [2642],BIVIO A19/DIR. CALTANISSETTA,ALLACCIAMENTO,A19,103.0
*/1858  [2643],ENNA,CASELLO,A19,119.0
*/1859  [2644],MULINELLO,CASELLO,A19,129.0
*/1860  [2645],DITTANO,CASELLO,A19,133.0
*/1861  [2646],AGIRA,CASELLO,A19,144.0
*/1862  [2647],CATENANUOVA,CASELLO,A19,156.0
*/1863  [2648],GERBINI,CASELLO,A19,171.0
*/1864  [2649],MOTTA - S. ANASTASIA,CASELLO,A19,182.0
*/1865  [2650],SV. TANGENZIALI DI CATANIA,CASELLO,A19,189.0
*/1835  [2653],ALL. A18/A20,ALLACCIAMENTO,A20,0.0
*/1836  [2654],MESSINA SUD TREMESTIERI,CASELLO,A20,1.0
*/1837  [2655],S. FILIPPO,CASELLO,A20,5.0
*/1838  [2656],MESSINA-GAZZI,CASELLO,A20,6.0
*/1839  [2657],MESSINA CENTRO,CASELLO,A20,7.0
*/1840  [2658],MESSINA-BOCCETTA,CASELLO,A20,9.0
29/21  [46],VILLAFRANCA - USC.,CASELLO,A20,20.204
*/1841  [2659],VILLAFRANCA TIRRENA,CASELLO,A20,20.5
28/1  [6],MESSINA NORD,CASELLO,A20,21.0
28/2  [7],ROMETTA,CASELLO,A20,24.0
28/3  [13],MILAZZO,CASELLO,A20,38.0
28/4  [15],BARCELLONA,CASELLO,A20,47.0
28/5  [16],FALCONE,CASELLO,A20,58.0
28/6  [17],PATTI,CASELLO,A20,67.0
28/7  [18],BROLO,CASELLO,A20,84.0
28/8  [19],CAPRILEONE,CASELLO,A20,97.0
28/9  [20],S. AGATA DI MILITELLO,CASELLO,A20,107.0
28/12  [2448],S.STEFANO DI CAMASTRA,CASELLO,A20,135.0
28/13  [2449],TUSA,CASELLO,A20,144.0
28/14  [2450],CASTELBUONO,CASELLO,A20,155.0
28/15  [2451],CEFALÙ,CASELLO,A20,163.0
28/16  [2452],BUONFORNELLO,CASELLO,A20,181.0
*/1851  [2636],BIVIO A19/A20,ALLACCIAMENTO,A20,183.0
*/1221  [4024],ALLAC. TANG. SUD TORINO/A21,ALLACCIAMENTO,A21,0.0
*/1815  [4069],ALLACCIAMENTO A21/SS10,ALLACCIAMENTO,A21,10.6
34/446  [72063],VILLANOVA SVINCOLO,CASELLO,A21,10.7
1/445  [72055],VILLANOVA BARRIERA,CASELLO,A21,10.8
16267,VILLANOVA D'ASTI SUD,DISTRIBUTORE,A21,13.0
1/447  [72056],ASTI OVEST,CASELLO,A21,32.5
1/448  [72057],ASTI EST,CASELLO,A21,38.7
274,CROCETTA SUD,DISTRIBUTORE,A21,48.1
1/449  [72050],FELIZZANO,CASELLO,A21,51.6
1/958  [496],NODO A21/A26 TRAFORI,ALLACCIAMENTO,A21,65.1
1/451  [72058],ALESSANDRIA OVEST,CASELLO,A21,66.0
1/452  [72051],ALESSANDRIA EST,CASELLO,A21,76.0
1/961  [72052],ALL. A7/A21,ALLACCIAMENTO,A21,87.5
10048,TORTONA SUD,DISTRIBUTORE,A21,91.3
1/455  [72053],VOGHERA,CASELLO,A21,101.3
1/456  [72054],CASTEGGIO CASATISMA,CASELLO,A21,114.9
1/457  [72059],BRONI STRADELLA,CASELLO,A21,126.9
10051,STRADELLA SUD,DISTRIBUTORE,A21,130.2
1/458  [72060],CASTELSANGIOVANNI,CASELLO,A21,140.9
1/459  [72061],PIACENZA OVEST,CASELLO,A21,157.4
1/1443  [72062],ALL. A21 TORINO / A1,ALLACCIAMENTO,A21,164.6
1/5011  [2500],BIVIO A21 BRESCIA/A1 MILANO-NAPOLI,ALLACCIAMENTO,A21,164.9
25967,NURE SUD,DISTRIBUTORE,A21,166.0
1/637  [70215],CAORSO,CASELLO,A21,176.3
1/1441  [70217],BIVIO A21/DIRAMAZIONE FIORENZUOLA,ALLACCIAMENTO,A21,181.2
1/635  [70214],CASTELVETRO,CASELLO,A21,186.0
289,CREMONA SUD,DISTRIBUTORE,A21,193.0
1/634  [70213],CREMONA,CASELLO,A21,194.8
1/633  [70212],PONTEVICO,CASELLO,A21,210.0
1/632  [70211],MANERBIO,CASELLO,A21,220.8
10052,GHEDI EST,DISTRIBUTORE,A21,230.4
1/630  [70210],BRESCIA SUD,ALLACCIAMENTO,A21,233.2
1/955  [70216],BIVIO A21/A4 TORINO-TRIESTE,ALLACCIAMENTO,A21,237.0
1/631  [70209],BRESCIA CENTRO,CASELLO,A21,238.2
*/1833  [2627],SV. BRESCIA CENTRO,CASELLO,A21,238.3
*/1170  [966],CONFINE DI STATO,CASELLO,A22,0.0
*/1036  [902],DOGANA DEL BRENNERO,CASELLO,A22,1.5
*/1010  [901],BRENNERO TERME,CASELLO,A22,4.5
*/1019  [817],PONTICOLO,CASELLO,A22,7.1
1/681  [900],BRENNERO,CASELLO,A22,15.8
1/680  [918],VIPITENO,CASELLO,A22,15.9
10059,TRENS OVEST,DISTRIBUTORE,A22,20.0
1/679  [968],BRESSANONE,CASELLO,A22,38.0
10066,PLOSE OVEST,DISTRIBUTORE,A22,41.8
1/683  [2470],BRESSANONE ZONA INDUSTRIALE,CASELLO,A22,47.6
1/678  [970],CHIUSA,CASELLO,A22,53.1
326,SCILIAR OVEST,DISTRIBUTORE,A22,68.8
1/677  [973],BOLZANO NORD,CASELLO,A22,77.5
1/676  [881],BOLZANO SUD,CASELLO,A22,85.3
296,CASTEL VARCO LAIMBURG OVEST,DISTRIBUTORE,A22,99.5
1/675  [882],EGNA ORA,CASELLO,A22,101.8
1/674  [883],SAN MICHELE,CASELLO,A22,121.4
300,PAGANELLA OVEST,DISTRIBUTORE,A22,128.7
1/682  [270],TRENTO NORD,CASELLO,A22,131.4
1/673  [897],TRENTO CENTRO,CASELLO,A22,136.5
1/684  [2731],TRENTO SUD,CASELLO,A22,142.01
1/672  [885],ROVERETO NORD,CASELLO,A22,157.9
10062,NOGAREDO OVEST,DISTRIBUTORE,A22,159.9
1/671  [887],ROVERETO SUD,CASELLO,A22,166.7
1/670  [903],ALA AVIO,CASELLO,A22,179.1
312,ADIGE OVEST,DISTRIBUTORE,A22,187.1
1/669  [889],AFFI,CASELLO,A22,206.7
10060,GARDA OVEST,DISTRIBUTORE,A22,207.6
1/668  [891],VERONA NORD,CASELLO,A22,225.4
1/951  [904],NODO A22/A4 TORINO-TRIESTE,ALLACCIAMENTO,A22,227.9
323,POVEGLIANO OVEST,DISTRIBUTORE,A22,240.4
1/667  [893],NOGAROLE ROCCA,CASELLO,A22,243.7
1/666  [894],MANTOVA NORD,CASELLO,A22,256.2
1/665  [895],MANTOVA SUD,CASELLO,A22,265.0
10063,PO OVEST,DISTRIBUTORE,A22,267.5
1/664  [906],PEGOGNAGA,CASELLO,A22,276.7
1/663  [898],REGGIOLO ROLO,CASELLO,A22,285.6
1/662  [818],CARPI,CASELLO,A22,302.2
291,CAMPOGALLIANO OVEST,DISTRIBUTORE,A22,308.5
