dtx,c_ads,nome,n_prg_str,n_prg_ram,n_prg_km,c_str,c_ram,c_ver_per,c_dir,t_des_str,t_des_ram,dir,cap,aspi,c_reg,c_soc,daDes,daDtx,daType,aaDes,aaDtx,c_unv_pnt_pri,c_unv_pnt_sec,aaType,carbCbrd,carbDesbrd,lon,lat,c_tip_dev,radius,position,autostrade_dtx,idImpianto,nome_impianto,Bandiera,Brand
25965,Y30,SILE EST,31,31,8.89,A27,A27,D,D,A27 VENEZIA - BELLUNO,A27 Venezia-Belluno,BELLUNO,BELLUNO,S,6,6,Allacciamento A27/A4 -Mogliano,24963,NC,Treviso Sud,425,2621,370,SC,a1C7T0000007cphUAA,Q8,12.29846,45.60796,ADS,49,"{'lat': 45.60796, 'lon': 12.29846, 'type': 'ADS', 'radius': 49}",25965,49281.0,SILE EST,Q8,Q8
25966,Y31,SILE OVEST,31,31,8.89,A27,A27,S,S,A27 VENEZIA - BELLUNO,A27 Venezia-Belluno,VENEZIA,VENEZIA,S,6,6,Treviso Sud,425,SC,Allacciamento A27/A4 -Mogliano,24963,370,2621,NC,a1C7T0000007cplUAA,TAMOIL,12.29738,45.60788,ADS,52,"{'lat': 45.60788, 'lon': 12.29738, 'type': 'ADS', 'radius': 52}",25966,48847.0,SILE OVEST,Tamoil,TAMOIL
423,Y20,CERVADA EST,31,31,49.7,A27,A27,D,D,A27 VENEZIA - BELLUNO,A27 Venezia-Belluno,BELLUNO,BELLUNO,S,6,6,Allacciamento A27/A28,110206,NC,Vittorio Veneto Sud,417,70773,284,SC,a1C7T0000007cqAUAQ,SARNI OIL,12.30475,45.94202,ADS,47,"{'lat': 45.94202, 'lon': 12.30475, 'type': 'ADS', 'radius': 47}",423,36253.0,CERVADA EST,Sarni Oil,SARNI OIL
419,Y05,PONTE NELLE ALPI OVEST,31,31,81.5,A27,A27,S,S,A27 VENEZIA - BELLUNO,A27 Venezia-Belluno,BELLUNO,VENEZIA,S,6,6,"S.S. 51 ""di Alemagna""",421,SL,Belluno,412,23,22,SL,a1C7T0000007cpQUAQ,IP GRUPPO API,12.28888,46.20202,ADS,32,"{'lat': 46.20202, 'lon': 12.28888, 'type': 'ADS', 'radius': 32}",419,3599.0,PONTE NELLE ALPI,Api-Ip,IP GRUPPO API
10085,405,GRUARO OVEST,32,32,1.5,A28,A28,S,S,A28 PORTOGRUARO-PORDENONE,A28 Portogruaro-Pordenone-Conegliano,AUTOSTRADA TORINO-TRIESTE,AUTOSTRADA TORINO-TRIESTE,N,6,9,Sesto Al Reghena,443,SL,Portogruaro,428,254,320,SL,,,12.81795,45.80418,ADS,46,"{'lat': 45.80418, 'lon': 12.81795, 'type': 'ADS', 'radius': 46}",10085,57733.0,GRUARO OVEST,Kerotris,KEROTRIS
430,404,GRUARO EST,32,32,1.5,A28,A28,D,D,A28 PORTOGRUARO-PORDENONE,A28 Portogruaro-Pordenone-Conegliano,PORDENONE,PORDENONE,N,5,9,Portogruaro,428,SL,Sesto Al Reghena,443,320,254,SL,,,12.81872,45.80513,ADS,57,"{'lat': 45.80513, 'lon': 12.81872, 'type': 'ADS', 'radius': 57}",430,57735.0,GRUARO EST,Kerotris,KEROTRIS
10069,W11,LEDRA OVEST,33,33,36.9,A23,A23,S,S,A23 UDINE-TARVISIO,A23 Palmanova-Udine-Tarvisio,AUTOSTRADA TORINO-TRIESTE,AUTOSTRADA TORINO-TRIESTE,S,5,6,Gemona-Osoppo,333,SC,Udine Nord,332,289,287,SC,a1C7T0000007cqAUAQ,SARNI OIL,13.11927,46.186,ADS,38,"{'lat': 46.186, 'lon': 13.11927, 'type': 'ADS', 'radius': 38}",10069,36416.0,LEDRA OVEST,Sarni Oil,SARNI OIL
343,W10,LEDRA EST,33,33,37.1,A23,A23,D,D,A23 UDINE-TARVISIO,A23 Palmanova-Udine-Tarvisio,TARVISIO,CONFINE DI STATO,S,5,6,Udine Nord,332,SC,Gemona-Osoppo,333,287,289,SC,a1C7T0000007cplUAA,TAMOIL,13.11671,46.18792,ADS,36,"{'lat': 46.18792, 'lon': 13.11671, 'type': 'ADS', 'radius': 36}",343,31589.0,LEDRA EST,Tamoil,TAMOIL
334,W21,CAMPIOLO OVEST,33,33,67.5,A23,A23,S,S,A23 UDINE-TARVISIO,A23 Palmanova-Udine-Tarvisio,AUTOSTRADA TORINO-TRIESTE,AUTOSTRADA TORINO-TRIESTE,S,5,6,Pontebba,341,SC,Carnia,342,335,290,SC,a1C7T0000007cplUAA,TAMOIL,13.16735,46.39845,ADS,48,"{'lat': 46.39845, 'lon': 13.16735, 'type': 'ADS', 'radius': 48}",334,38527.0,CAMPIOLO OVEST,Tamoil,TAMOIL
335,W30,FELLA EST,33,33,96.9,A23,A23,D,D,A23 UDINE-TARVISIO,A23 Palmanova-Udine-Tarvisio,CONFINE DI STATO,CONFINE DI STATO,S,5,6,Pontebba,341,SC,Ugovizza-Tarvisio,337,335,337,BC,a1CTk000000HIuzMAG,Esso,13.37615,46.49885,ADS,32,"{'lat': 46.49885, 'lon': 13.37615, 'type': 'ADS', 'radius': 32}",335,36400.0,FELLA EST,Esso,ESSO
10033,M11,CASTEL BENTIVOGLIO OVEST,34,34,11.7,A13,A13,S,S,A13 BOLOGNA-PADOVA,A13 Bologna-Padova,BOLOGNA,BOLOGNA,S,8,6,Altedo,164,SC,Bologna Interporto,161,348,346,SC,a1CTk000000HIuzMAG,Esso,11.41882,44.62182,ADS,57,"{'lat': 44.62182, 'lon': 11.41882, 'type': 'ADS', 'radius': 57}",10033,3544.0,CASTEL BENTIVOGLIO OVEST,Esso,ESSO
162,M10,CASTEL BENTIVOGLIO EST,34,34,11.7,A13,A13,D,D,A13 BOLOGNA-PADOVA,A13 Bologna-Padova,PADOVA,PADOVA,S,8,6,Bologna Interporto,161,SC,Altedo,164,346,348,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,11.42025,44.62175,ADS,41,"{'lat': 44.62175, 'lon': 11.42025, 'type': 'ADS', 'radius': 41}",162,40384.0,CASTEL BENTIVOGLIO EST,Api-Ip,IP GRUPPO API
177,M20,PO EST,34,34,43.4,A13,A13,D,D,A13 BOLOGNA-PADOVA,A13 Bologna-Padova,PADOVA,PADOVA,S,6,6,Ferrara Nord,178,SC,Occhiobello,165,350,352,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,11.5709,44.87991,ADS,62,"{'lat': 44.87991, 'lon': 11.5709, 'type': 'ADS', 'radius': 62}",177,3464.0,PO EST,Api-Ip,IP GRUPPO API
10036,M21,PO OVEST,34,34,43.4,A13,A13,S,S,A13 BOLOGNA-PADOVA,A13 Bologna-Padova,BOLOGNA,BOLOGNA,S,8,6,Occhiobello,165,SC,Ferrara Nord,178,352,350,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,11.56918,44.87952,ADS,70,"{'lat': 44.87952, 'lon': 11.56918, 'type': 'ADS', 'radius': 70}",10036,37117.0,PO OVEST,Api-Ip,IP GRUPPO API
176,M30,ADIGE EST,34,34,65.3,A13,A13,D,D,A13 BOLOGNA-PADOVA,A13 Bologna-Padova,PADOVA,PADOVA,S,6,6,Rovigo Sud - Villamarzana,24839,SC,Rovigo,166,2493,354,SC,a1CTk000000HIuzMAG,Esso,11.71065,45.04137,ADS,45,"{'lat': 45.04137, 'lon': 11.71065, 'type': 'ADS', 'radius': 45}",176,3581.0,ADIGE EST,Esso,ESSO
10035,M31,ADIGE OVEST,34,34,65.3,A13,A13,S,S,A13 BOLOGNA-PADOVA,A13 Bologna-Padova,BOLOGNA,BOLOGNA,S,6,6,Rovigo,166,SC,Rovigo Sud - Villamarzana,24839,354,2493,SC,a1C7T0000007cphUAA,Q8,11.70943,45.04178,ADS,58,"{'lat': 45.04178, 'lon': 11.70943, 'type': 'ADS', 'radius': 58}",10035,36401.0,ADIGE OVEST,Q8,Q8
168,M40,S.PELAGIO EST,34,34,98.2,A13,A13,D,D,A13 BOLOGNA-PADOVA,A13 Bologna-Padova,PADOVA,PADOVA,S,6,6,Terme Euganee,174,SC,Allacciamento A13-Padova Sud,25944,357,70204,NC,a1C7T0000007cphUAA,Q8,11.82733,45.31577,ADS,74,"{'lat': 45.31577, 'lon': 11.82733, 'type': 'ADS', 'radius': 74}",168,29434.0,S.PELAGIO EST,Q8,Q8
10034,M41,S.PELAGIO OVEST,34,34,98.2,A13,A13,S,S,A13 BOLOGNA-PADOVA,A13 Bologna-Padova,BOLOGNA,BOLOGNA,S,6,6,Allacciamento A13-Padova Sud,25944,NC,Terme Euganee,174,70204,357,SC,a1C7T0000007cpHUAQ,ENI,11.82528,45.31586,ADS,75,"{'lat': 45.31586, 'lon': 11.82528, 'type': 'ADS', 'radius': 75}",10034,3862.0,S.PELAGIO OVEST,Agip Eni,AGIP ENI
409,X10,TURCHINO EST,36,36,6.8,A26,A26,D,D,A26 GE. VOLTRI-GRAVELL. TOCE,A26 Ge.Voltri-Gravell.Toce,GRAVELLONA TOCE,GRAVELLONA TOCE,S,7,6,Allacciamento A26/A10,410,NC,Masone,408,472,491,SC,a1C7T0000007cphUAA,Q8,8.74489,44.45421,ADS,23,"{'lat': 44.45421, 'lon': 8.74489, 'type': 'ADS', 'radius': 23}",409,47770.0,TURCHINO EST,Q8,Q8
10081,X11,TURCHINO OVEST,36,36,6.8,A26,A26,S,S,A26 GE. VOLTRI-GRAVELL. TOCE,A26 Ge.Voltri-Gravell.Toce,GENOVA VOLTRI,GENOVA VOLTRI,S,7,6,Masone,408,SC,Allacciamento A26/A10,410,491,472,NC,a1C7T0000007cqAUAQ,SARNI OIL,8.7442,44.45522,ADS,38,"{'lat': 44.45522, 'lon': 8.7442, 'type': 'ADS', 'radius': 38}",10081,3820.0,TURCHINO OVEST,Sarni Oil,SARNI OIL
407,X20,STURA EST,36,36,25.5,A26,A26,D,D,A26 GE. VOLTRI-GRAVELL. TOCE,A26 Ge.Voltri-Gravell.Toce,GRAVELLONA TOCE,GRAVELLONA TOCE,S,2,6,Masone,408,SC,Ovada,406,491,493,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,8.66607,44.59222,ADS,43,"{'lat': 44.59222, 'lon': 8.66607, 'type': 'ADS', 'radius': 43}",407,3535.0,STURA EST,Api-Ip,IP GRUPPO API
10080,X21,STURA OVEST,36,36,25.5,A26,A26,S,S,A26 GE. VOLTRI-GRAVELL. TOCE,A26 Ge.Voltri-Gravell.Toce,GENOVA VOLTRI,GENOVA VOLTRI,S,7,6,Ovada,406,SC,Masone,408,493,491,SC,a1CTk000000HIuzMAG,Esso,8.66477,44.59237,ADS,50,"{'lat': 44.59237, 'lon': 8.66477, 'type': 'ADS', 'radius': 50}",10080,38882.0,STURA OVEST,Esso,ESSO
10079,X41,BORMIDA OVEST,36,36,52.9,A26,A26,S,S,A26 GE. VOLTRI-GRAVELL. TOCE,A26 Ge.Voltri-Gravell.Toce,GENOVA VOLTRI,GENOVA VOLTRI,S,2,6,Alessandria Sud,403,SC,Allacciamento A26/Diramazione Predosa Bettole,405,495,505,NC,a1C7T0000007cpQUAQ,IP GRUPPO API,8.59377,44.8176,ADS,56,"{'lat': 44.8176, 'lon': 8.59377, 'type': 'ADS', 'radius': 56}",10079,43358.0,BORMIDA OVEST,Api-Ip,IP GRUPPO API
404,X40,BORMIDA EST,36,36,52.9,A26,A26,D,D,A26 GE. VOLTRI-GRAVELL. TOCE,A26 Ge.Voltri-Gravell.Toce,GRAVELLONA TOCE,GRAVELLONA TOCE,S,2,6,Allacciamento A26/Diramazione Predosa Bettole,405,NC,Alessandria Sud,403,505,495,SC,a1CTk000000HIuzMAG,Esso,8.59493,44.8194,ADS,46,"{'lat': 44.8194, 'lon': 8.59493, 'type': 'ADS', 'radius': 46}",404,31339.0,BORMIDA EST,Esso,ESSO
24891,X51,MONFERRATO OVEST,36,36,83.0,A26,A26,S,S,A26 GE. VOLTRI-GRAVELL. TOCE,A26 Ge.Voltri-Gravell.Toce,GENOVA VOLTRI,GENOVA VOLTRI,S,2,6,Casale Monferrato Sud,400,SC,Allacciamento A26/A21,402,498,496,NC,a1C7T0000007cphUAA,Q8,8.5098,45.07457,ADS,22,"{'lat': 45.07457, 'lon': 8.5098, 'type': 'ADS', 'radius': 22}",24891,44323.0,MONFERRATO OVEST,Q8,Q8
401,X50,MONFERRATO EST,36,36,83.5,A26,A26,D,D,A26 GE. VOLTRI-GRAVELL. TOCE,A26 Ge.Voltri-Gravell.Toce,GRAVELLONA TOCE,GRAVELLONA TOCE,S,2,6,Allacciamento A26/A21,402,NC,Casale Monferrato Sud,400,496,498,SC,a1C7T0000007cplUAA,TAMOIL,8.5109,45.0747,ADS,59,"{'lat': 45.0747, 'lon': 8.5109, 'type': 'ADS', 'radius': 59}",401,38067.0,MONFERRATO EST,Tamoil,TAMOIL
397,X80,SESIA EST,36,36,108.2,A26,A26,D,D,A26 GE. VOLTRI-GRAVELL. TOCE,A26 Ge.Voltri-Gravell.Toce,GRAVELLONA TOCE,GRAVELLONA TOCE,S,2,6,Allacciamento A26/Diramazione Stroppiana Santhià,398,NC,Vercelli Est,396,995,998,SC,a1C7T0000007cqAUAQ,SARNI OIL,8.47185,45.28614,ADS,46,"{'lat': 45.28614, 'lon': 8.47185, 'type': 'ADS', 'radius': 46}",397,43441.0,SESIA EST,Sarni Oil,SARNI OIL
10077,X81,SESIA OVEST,36,36,108.2,A26,A26,S,S,A26 GE. VOLTRI-GRAVELL. TOCE,A26 Ge.Voltri-Gravell.Toce,GENOVA VOLTRI,GENOVA VOLTRI,S,2,6,Vercelli Est,396,SC,Allacciamento A26/Diramazione Stroppiana Santhià,398,998,995,NC,a1C7T0000007cqAUAQ,SARNI OIL,8.4709,45.28612,ADS,35,"{'lat': 45.28612, 'lon': 8.4709, 'type': 'ADS', 'radius': 35}",10077,38312.0,SESIA OVEST,Sarni Oil,SARNI OIL
386,X90,AGOGNA EST,36,36,154.8,A26,A26,D,D,A26 GE. VOLTRI-GRAVELL. TOCE,A26 Ge.Voltri-Gravell.Toce,GRAVELLONA TOCE,GRAVELLONA TOCE,S,2,6,Borgomanero,385,SC,Allacciamento A26/Diramazione Gallarate Gattico,388,39,2027,NC,a1C7T0000007cplUAA,TAMOIL,8.50112,45.66082,ADS,20,"{'lat': 45.66082, 'lon': 8.50112, 'type': 'ADS', 'radius': 20}",386,41123.0,AGOGNA EST,Tamoil,TAMOIL
10076,X91,AGOGNA OVEST,36,36,154.8,A26,A26,S,S,A26 GE. VOLTRI-GRAVELL. TOCE,A26 Ge.Voltri-Gravell.Toce,GENOVA VOLTRI,GENOVA VOLTRI,S,2,6,Allacciamento A26/Diramazione Gallarate Gattico,388,NC,Borgomanero,385,2027,39,SC,a1C7T0000007cplUAA,TAMOIL,8.50057,45.66124,ADS,32,"{'lat': 45.66124, 'lon': 8.50057, 'type': 'ADS', 'radius': 32}",10076,40495.0,AGOGNA OVEST,Tamoil,TAMOIL
627,X30,MARENGO NORD,36,37,9.7,A26,D26,S,S,A26 GE. VOLTRI-GRAVELL. TOCE,Diramazione A26-A7 Predosa-Bettole,AUTOSTRADA DEI TRAFORI,AUTOSTRADA DEI TRAFORI,S,2,6,Allacciamento D26/A7,628,NC,Novi Ligure,625,546,544,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,8.74975,44.8011,ADS,37,"{'lat': 44.8011, 'lon': 8.74975, 'type': 'ADS', 'radius': 37}",627,48755.0,MARENGO NORD,Api-Ip,IP GRUPPO API
10099,X31,MARENGO SUD,36,37,9.7,A26,D26,D,D,A26 GE. VOLTRI-GRAVELL. TOCE,Diramazione A26-A7 Predosa-Bettole,AUTOSTRADA MILANO-GENOVA,AUTOSTRADA MILANO-GENOVA,S,2,6,Novi Ligure,625,SC,Allacciamento D26/A7,628,544,546,NC,a1C7T0000007cqAUAQ,SARNI OIL,8.75045,44.80048,ADS,48,"{'lat': 44.80048, 'lon': 8.75045, 'type': 'ADS', 'radius': 48}",10099,43454.0,MARENGO SUD,Sarni Oil,SARNI OIL
641,X61,LE RISAIE OVEST,36,38,1.7,A26,D36,S,S,A26 GE. VOLTRI-GRAVELL. TOCE,Diramaz. A26-A4 Stroppiana Santhia,AUTOSTRADA DEI TRAFORI,AUTOSTRADA DEI TRAFORI,S,2,6,Vercelli Ovest,642,SC,Allacciamento D36/A26,639,502,995,NC,a1C7T0000007cqAUAQ,SARNI OIL,8.44755,45.25238,ADS,41,"{'lat': 45.25238, 'lon': 8.44755, 'type': 'ADS', 'radius': 41}",641,46317.0,LE RISAIE OVEST,Sarni Oil,SARNI OIL
25044,X72,CAVOUR EST,36,38,29.3,A26,D36,D,D,A26 GE. VOLTRI-GRAVELL. TOCE,Diramaz. A26-A4 Stroppiana Santhia,AUTOSTRADA TORINO-TRIESTE,AUTOSTRADA TORINO-TRIESTE,S,2,6,Vercelli Ovest,642,SC,Allacciamento A4/Raccordo A4/A5,640,502,541,NC,a1C7T0000007cqAUAQ,SARNI OIL,8.14458,45.36771,ADS,64,"{'lat': 45.36771, 'lon': 8.14458, 'type': 'ADS', 'radius': 64}",25044,3512.0,CAVOUR EST,Sarni Oil,SARNI OIL
135,J10,PIANI D'INVREA NORD,39,39,25.7,A10,A10,D,D,A10 GENOVA-SAVONA,A10 Genova-Savona-Ventimiglia,VENTIMIGLIA,VENTIMIGLIA,S,7,6,Arenzano,112,SC,Varazze,113,473,475,SC,a1C7T0000007cphUAA,Q8,8.61682,44.37204,ADS,29,"{'lat': 44.37204, 'lon': 8.61682, 'type': 'ADS', 'radius': 29}",135,52126.0,PIANI D'INVREA NORD,Q8,Q8
10028,J11,PIANI D'INVREA SUD,39,39,26.3,A10,A10,S,S,A10 GENOVA-SAVONA,A10 Genova-Savona-Ventimiglia,GENOVA,GENOVA,S,7,6,Varazze,113,SC,Arenzano,112,475,473,SC,a1C7T0000007cplUAA,TAMOIL,8.61083,44.36915,ADS,19,"{'lat': 44.36915, 'lon': 8.61083, 'type': 'ADS', 'radius': 19}",10028,60973.0,PIANI D'INVREA SUD,Tamoil,TAMOIL
134,J20,S.CRISTOFORO NORD,39,39,42.3,A10,A10,D,D,A10 GENOVA-SAVONA,A10 Genova-Savona-Ventimiglia,VENTIMIGLIA,VENTIMIGLIA,S,7,6,Albisola,114,SC,Allacciamento A10/ Raccordo A6-Savona,11169,477,2116,NC,a1C7T0000007cplUAA,TAMOIL,8.45319,44.30442,ADS,32,"{'lat': 44.30442, 'lon': 8.45319, 'type': 'ADS', 'radius': 32}",134,3551.0,S.CRISTOFORO NORD,Tamoil,TAMOIL
131,442,RINOVO NORD,39,39,95.0,A10,A10,D,D,A10 GENOVA-SAVONA,A10 Genova-Savona-Ventimiglia,VENTIMIGLIA,VENTIMIGLIA,N,7,18,Andora,132,SC,San Bartolomeo,129,949,857,SC,,,8.13423,43.9587,ADS,36,"{'lat': 43.9587, 'lon': 8.13423, 'type': 'ADS', 'radius': 36}",131,47511.0,RINOVO NORD,Tamoil,TAMOIL
130,443,VALLE CHIAPPA SUD,39,39,97.7,A10,A10,S,S,A10 GENOVA-SAVONA,A10 Genova-Savona-Ventimiglia,GENOVA,GENOVA,N,7,18,San Bartolomeo,129,SC,Andora,132,857,949,SC,,,8.11303,43.94287,ADS,30,"{'lat': 43.94287, 'lon': 8.11303, 'type': 'ADS', 'radius': 30}",130,37348.0,VALLE CHIAPPA SUD,Sarni Oil,SARNI OIL
126,444,CONIOLI SUD,39,39,120.3,A10,A10,S,S,A10 GENOVA-SAVONA,A10 Genova-Savona-Ventimiglia,GENOVA,GENOVA,N,7,18,Arma di Taggia,107,SC,Imperia Ovest,127,862,859,SC,,,7.90905,43.85098,ADS,58,"{'lat': 43.85098, 'lon': 7.90905, 'type': 'ADS', 'radius': 58}",126,39695.0,CONIOLI SUD,Tamoil,TAMOIL
106,445,CASTELLARO NORD,39,39,123.1,A10,A10,D,D,A10 GENOVA-SAVONA,A10 Genova-Savona-Ventimiglia,VENTIMIGLIA,VENTIMIGLIA,N,7,18,Imperia Ovest,127,SC,Arma di Taggia,107,859,862,SC,,,7.8769,43.86012,ADS,29,"{'lat': 43.86012, 'lon': 7.8769, 'type': 'ADS', 'radius': 29}",106,30181.0,CASTELLARO NORD,Tamoil,TAMOIL
108,447,BORDIGHERA SUD,39,39,143.5,A10,A10,S,S,A10 GENOVA-SAVONA,A10 Genova-Savona-Ventimiglia,GENOVA,GENOVA,N,7,18,Bordighera,11019,SC,Sanremo Ovest,110,865,863,SC,,,7.69104,43.79789,ADS,27,"{'lat': 43.79789, 'lon': 7.69104, 'type': 'ADS', 'radius': 27}",108,47200.0,BORDIGHERA SUD,Agip Eni,AGIP ENI
10021,446,BORDIGHERA NORD,39,39,143.5,A10,A10,D,D,A10 GENOVA-SAVONA,A10 Genova-Savona-Ventimiglia,VENTIMIGLIA,VENTIMIGLIA,N,7,18,Sanremo Ovest,110,SC,Bordighera,11019,863,865,SC,,,7.69101,43.79888,ADS,24,"{'lat': 43.79888, 'lon': 7.69101, 'type': 'ADS', 'radius': 24}",10021,38402.0,BORDIGHERA NORD,Agip Eni,AGIP ENI
25069,J30,AURELIA SUD,39,41,44.8,A10,R24,S,S,A10 GENOVA-SAVONA,Complanare di Savona,GENOVA,GENOVA,S,7,6,Savona-Vado,11168,SC,Allacciamento A10/A6,11174,507,2113,NC,a1C7T0000007cpQUAQ,IP GRUPPO API,8.44247,44.28693,ADS,22,"{'lat': 44.28693, 'lon': 8.44247, 'type': 'ADS', 'radius': 22}",25069,36450.0,AURELIA SUD,Api-Ip,IP GRUPPO API
10176,L91,S.ILARIO SUD,40,40,14.5,A12,A12,D,D,A12 GENOVA-ROMA,A12 Genova-Rosignano Marittimo,LIVORNO,ROSIGNANO,S,7,6,Genova Nervi,3823,SC,Recco,3821,481,483,SC,a1C7T0000007cphUAA,Q8,9.04562,44.39249,ADS,27,"{'lat': 44.39249, 'lon': 9.04562, 'type': 'ADS', 'radius': 27}",10176,23908.0,S.ILARIO SUD,Q8,Q8
3822,L90,S.ILARIO NORD,40,40,14.5,A12,A12,S,S,A12 GENOVA-ROMA,A12 Genova-Rosignano Marittimo,GENOVA,GENOVA,S,7,6,Recco,3821,SC,Genova Nervi,3823,483,481,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,9.04568,44.39305,ADS,32,"{'lat': 44.39305, 'lon': 9.04568, 'type': 'ADS', 'radius': 32}",3822,3474.0,S.ILARIO NORD,Api-Ip,IP GRUPPO API
3832,L80,RIVIERA NORD,40,40,48.7,A12,A12,S,S,A12 GENOVA-ROMA,A12 Genova-Rosignano Marittimo,GENOVA,GENOVA,S,7,6,C.C. A12 Tronco 1-Salt,10913,CC,Sestri Levante,3817,1125,487,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,9.42026,44.27585,ADS,30,"{'lat': 44.27585, 'lon': 9.42026, 'type': 'ADS', 'radius': 30}",3832,38532.0,RIVIERA NORD,Api-Ip,IP GRUPPO API
10179,L81,RIVIERA SUD,40,40,48.7,A12,A12,D,D,A12 GENOVA-ROMA,A12 Genova-Rosignano Marittimo,LIVORNO,ROSIGNANO,S,7,6,Sestri Levante,3817,SC,C.C. A12 Tronco 1-Salt,10913,487,1125,CC,a1C7T0000007cpHUAQ,ENI,9.41979,44.27535,ADS,33,"{'lat': 44.27535, 'lon': 9.41979, 'type': 'ADS', 'radius': 33}",10179,57624.0,RIVIERA SUD,Agip Eni,AGIP ENI
3828,382,BRUGNATO OVEST,40,40,76.8,A12,A12,D,D,A12 GENOVA-ROMA,A12 Genova-Rosignano Marittimo,LIVORNO,ROSIGNANO,N,7,8,Brugnato,3829,SC,Allacciamento A12/A15,3827,600,576,NC,,,9.73003,44.22627,ADS,40,"{'lat': 44.22627, 'lon': 9.73003, 'type': 'ADS', 'radius': 40}",3828,43036.0,BRUGNATO OVEST,Tamoil,TAMOIL
10178,383,BRUGNATO EST,40,40,76.8,A12,A12,S,S,A12 GENOVA-ROMA,A12 Genova-Rosignano Marittimo,GENOVA,GENOVA,N,7,8,Allacciamento A12/A15,3827,NC,Brugnato,3829,576,600,SC,,,9.7307,44.22681,ADS,44,"{'lat': 44.22681, 'lon': 9.7307, 'type': 'ADS', 'radius': 44}",10178,29404.0,BRUGNATO EST,Q8,Q8
10177,384,MAGRA OVEST,40,40,96.5,A12,A12,D,D,A12 GENOVA-ROMA,A12 Genova-Rosignano Marittimo,LIVORNO,ROSIGNANO,N,7,8,Allacciamento A12/A15,3827,NC,Sarzana,3825,576,601,SC,,,9.91607,44.13739,ADS,36,"{'lat': 44.13739, 'lon': 9.91607, 'type': 'ADS', 'radius': 36}",10177,51810.0,MAGRA OVEST,Api-Ip,IP GRUPPO API
3826,385,MAGRA EST,40,40,96.5,A12,A12,S,S,A12 GENOVA-ROMA,A12 Genova-Rosignano Marittimo,GENOVA,GENOVA,N,7,8,Sarzana,3825,SC,Allacciamento A12/A15,3827,601,576,NC,,,9.91705,44.13772,ADS,43,"{'lat': 44.13772, 'lon': 9.91705, 'type': 'ADS', 'radius': 43}",3826,3929.0,MAGRA EST,Esso,ESSO
10519,387,VERSILIA EST,40,40,131.2,A12,A12,S,S,A12 GENOVA-ROMA,A12 Genova-Rosignano Marittimo,GENOVA,GENOVA,N,9,8,Allacciamento A12/Raccordo Lucca-Viareggio,3835,SC,Versilia,3836,593,570,SC,,,10.22412,43.92882,ADS,48,"{'lat': 43.92882, 'lon': 10.22412, 'type': 'ADS', 'radius': 48}",10519,22171.0,VERSILIA EST,Agip Eni,AGIP ENI
10518,386,VERSILIA OVEST,40,40,131.2,A12,A12,D,D,A12 GENOVA-ROMA,A12 Genova-Rosignano Marittimo,LIVORNO,ROSIGNANO,N,9,8,Versilia,3836,SC,Allacciamento A12/Raccordo Lucca-Viareggio,3835,570,593,SC,,,10.22295,43.9284,ADS,54,"{'lat': 43.9284, 'lon': 10.22295, 'type': 'ADS', 'radius': 54}",10518,22167.0,VERSILIA OVEST,Agip Eni,AGIP ENI
10173,388,CASTAGNOLO OVEST,40,40,163.5,A12,A12,D,D,A12 GENOVA-ROMA,A12 Genova-Rosignano Marittimo,LIVORNO,ROSIGNANO,N,9,8,Pisa Centro,3809,SC,C.C. A12 Salt-Sat,10912,1078,1103,CC,,,10.35925,43.66795,ADS,48,"{'lat': 43.66795, 'lon': 10.35925, 'type': 'ADS', 'radius': 48}",10173,3563.0,CASTAGNOLO OVEST,Esso,ESSO
3811,389,CASTAGNOLO EST,40,40,163.5,A12,A12,S,S,A12 GENOVA-ROMA,A12 Genova-Rosignano Marittimo,GENOVA,GENOVA,N,9,8,C.C. A12 Salt-Sat,10912,CC,Pisa Centro,3809,1103,1078,SC,,,10.3595,43.6693,ADS,62,"{'lat': 43.6693, 'lon': 10.3595, 'type': 'ADS', 'radius': 62}",3811,40847.0,CASTAGNOLO EST,Q8,Q8
3816,490,SAVALANO OVEST,40,40,196.0,A12,A12,D,D,A12 GENOVA-ROMA,A12 Genova-Rosignano Marittimo,ROSIGNANO,ROSIGNANO,N,9,28,Collesalvetti,3839,SC,Rosignano Marittimo,3815,1107,1108,SC,,,10.49173,43.46052,ADS,78,"{'lat': 43.46052, 'lon': 10.49173, 'type': 'ADS', 'radius': 78}",3816,3607.0,SAVALANO OVEST,Api-Ip,IP GRUPPO API
3812,491,FINE EST,40,40,200.0,A12,A12,S,S,A12 GENOVA-ROMA,A12 Genova-Rosignano Marittimo,LIVORNO,GENOVA,N,9,28,Rosignano Marittimo,3815,SC,Collesalvetti,3839,1108,1107,SC,,,10.49063,43.42422,ADS,76,"{'lat': 43.42422, 'lon': 10.49063, 'type': 'ADS', 'radius': 76}",3812,3842.0,FINE EST,Api-Ip,IP GRUPPO API
